country_France,country_Germany,country_Spain,gender_Female,gender_Male,credit_score,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
0.0,1.0,0.0,0.0,1.0,810.0,69.0,3.0,27288.43,1.0,1.0,1.0,110509.9
1.0,0.0,0.0,1.0,0.0,709.0,32.0,2.0,0.0,2.0,0.0,0.0,109681.29
0.0,0.0,1.0,0.0,1.0,733.0,44.0,3.0,106070.89,1.0,0.0,1.0,101617.43
0.0,1.0,0.0,0.0,1.0,814.0,29.0,8.0,97086.4,2.0,1.0,1.0,197276.13
1.0,0.0,0.0,1.0,0.0,645.0,38.0,5.0,101430.3,2.0,0.0,1.0,4400.32
1.0,0.0,0.0,0.0,1.0,611.0,38.0,4.0,71018.6,2.0,1.0,0.0,2444.29
0.0,0.0,1.0,1.0,0.0,571.0,31.0,3.0,0.0,2.0,1.0,1.0,194667.92
1.0,0.0,0.0,0.0,1.0,737.0,28.0,8.0,0.0,2.0,1.0,0.0,106390.01
1.0,0.0,0.0,0.0,1.0,579.0,39.0,5.0,0.0,2.0,0.0,1.0,39891.84
1.0,0.0,0.0,0.0,1.0,465.0,33.0,8.0,0.0,2.0,1.0,0.0,177668.55
1.0,0.0,0.0,0.0,1.0,684.0,45.0,6.0,148071.39,1.0,1.0,0.0,183575.01
1.0,0.0,0.0,1.0,0.0,614.0,34.0,5.0,0.0,2.0,1.0,0.0,185561.89
1.0,0.0,0.0,0.0,1.0,631.0,35.0,9.0,112392.45,2.0,1.0,0.0,24472.23
0.0,0.0,1.0,0.0,1.0,751.0,38.0,7.0,0.0,2.0,0.0,0.0,90839.61
0.0,0.0,1.0,1.0,0.0,667.0,40.0,1.0,146502.07,1.0,1.0,0.0,19162.89
1.0,0.0,0.0,0.0,1.0,789.0,27.0,6.0,0.0,2.0,1.0,0.0,103603.65
1.0,0.0,0.0,0.0,1.0,696.0,29.0,8.0,0.0,2.0,1.0,0.0,191166.09
0.0,1.0,0.0,0.0,1.0,608.0,23.0,8.0,197715.93,2.0,1.0,1.0,116124.28
0.0,0.0,1.0,1.0,0.0,681.0,57.0,2.0,173306.13,1.0,0.0,1.0,131964.66
0.0,1.0,0.0,0.0,1.0,666.0,74.0,7.0,105102.5,1.0,1.0,1.0,46172.47
0.0,0.0,1.0,1.0,0.0,639.0,39.0,1.0,141789.15,1.0,1.0,0.0,92455.96
1.0,0.0,0.0,0.0,1.0,666.0,40.0,5.0,0.0,2.0,1.0,0.0,147878.05
0.0,1.0,0.0,0.0,1.0,655.0,67.0,6.0,148363.38,1.0,1.0,1.0,186995.17
1.0,0.0,0.0,1.0,0.0,674.0,32.0,7.0,85757.93,1.0,1.0,1.0,95481.0
0.0,0.0,1.0,0.0,1.0,635.0,31.0,1.0,0.0,2.0,1.0,0.0,135382.23
1.0,0.0,0.0,1.0,0.0,695.0,42.0,0.0,0.0,2.0,0.0,1.0,140724.64
0.0,0.0,1.0,0.0,1.0,543.0,41.0,5.0,0.0,2.0,0.0,1.0,143980.29
0.0,1.0,0.0,1.0,0.0,702.0,36.0,2.0,105264.88,2.0,1.0,1.0,52909.87
1.0,0.0,0.0,0.0,1.0,675.0,34.0,8.0,0.0,2.0,1.0,1.0,184842.21
0.0,0.0,1.0,0.0,1.0,526.0,38.0,2.0,0.0,2.0,0.0,0.0,58010.98
0.0,1.0,0.0,0.0,1.0,724.0,41.0,2.0,127892.57,2.0,0.0,1.0,199645.45
0.0,1.0,0.0,1.0,0.0,587.0,38.0,0.0,132122.42,2.0,0.0,0.0,31730.32
1.0,0.0,0.0,0.0,1.0,656.0,45.0,5.0,127864.4,1.0,1.0,0.0,87107.57
1.0,0.0,0.0,1.0,0.0,716.0,44.0,6.0,155114.9,1.0,0.0,0.0,133871.83
0.0,0.0,1.0,0.0,1.0,660.0,33.0,4.0,0.0,1.0,1.0,0.0,29664.45
0.0,0.0,1.0,0.0,1.0,657.0,40.0,10.0,0.0,2.0,1.0,1.0,52990.7
0.0,1.0,0.0,0.0,1.0,576.0,46.0,4.0,137367.94,1.0,1.0,1.0,33450.11
1.0,0.0,0.0,1.0,0.0,608.0,30.0,8.0,85859.76,1.0,0.0,0.0,142730.27
0.0,0.0,1.0,1.0,0.0,699.0,29.0,9.0,127570.93,2.0,1.0,0.0,164756.81
1.0,0.0,0.0,1.0,0.0,684.0,38.0,5.0,133189.4,1.0,0.0,0.0,127388.06
0.0,0.0,1.0,1.0,0.0,786.0,32.0,6.0,114512.59,1.0,1.0,0.0,15796.66
0.0,1.0,0.0,1.0,0.0,787.0,38.0,3.0,158373.23,1.0,1.0,1.0,28228.35
0.0,1.0,0.0,0.0,1.0,729.0,29.0,5.0,109676.52,1.0,1.0,1.0,25548.47
1.0,0.0,0.0,1.0,0.0,466.0,36.0,5.0,119540.15,1.0,0.0,1.0,80603.99
0.0,1.0,0.0,0.0,1.0,775.0,70.0,6.0,119684.88,2.0,1.0,1.0,74532.02
1.0,0.0,0.0,1.0,0.0,700.0,32.0,3.0,0.0,1.0,0.0,0.0,95740.37
1.0,0.0,0.0,1.0,0.0,554.0,35.0,8.0,0.0,2.0,1.0,1.0,176779.46
0.0,0.0,1.0,0.0,1.0,514.0,66.0,9.0,0.0,2.0,1.0,1.0,14234.31
0.0,0.0,1.0,1.0,0.0,731.0,26.0,3.0,0.0,2.0,1.0,0.0,37697.29
0.0,0.0,1.0,0.0,1.0,467.0,39.0,5.0,0.0,2.0,1.0,1.0,7415.96
0.0,1.0,0.0,0.0,1.0,648.0,33.0,7.0,135310.41,2.0,0.0,1.0,171668.2
0.0,1.0,0.0,0.0,1.0,613.0,69.0,9.0,78778.49,1.0,0.0,1.0,8751.59
0.0,0.0,1.0,0.0,1.0,700.0,54.0,1.0,79415.67,1.0,0.0,1.0,139735.54
1.0,0.0,0.0,1.0,0.0,741.0,64.0,2.0,69311.16,1.0,1.0,1.0,59237.72
1.0,0.0,0.0,0.0,1.0,661.0,48.0,3.0,120320.54,1.0,0.0,0.0,96463.25
0.0,1.0,0.0,1.0,0.0,671.0,31.0,6.0,105864.6,2.0,1.0,0.0,145567.34
0.0,0.0,1.0,1.0,0.0,850.0,29.0,1.0,0.0,2.0,1.0,1.0,197996.65
0.0,0.0,1.0,0.0,1.0,591.0,58.0,5.0,128468.69,1.0,0.0,1.0,137254.55
0.0,0.0,1.0,1.0,0.0,568.0,32.0,7.0,169399.6,1.0,1.0,0.0,61936.22
1.0,0.0,0.0,1.0,0.0,850.0,32.0,8.0,0.0,2.0,1.0,1.0,55593.8
1.0,0.0,0.0,1.0,0.0,631.0,34.0,4.0,124379.14,1.0,1.0,0.0,106892.91
0.0,0.0,1.0,1.0,0.0,789.0,40.0,4.0,0.0,2.0,1.0,0.0,137402.27
1.0,0.0,0.0,1.0,0.0,642.0,39.0,4.0,0.0,1.0,1.0,1.0,76821.24
0.0,1.0,0.0,0.0,1.0,579.0,31.0,2.0,90547.48,2.0,1.0,1.0,18800.13
0.0,1.0,0.0,1.0,0.0,828.0,25.0,7.0,144351.86,1.0,1.0,0.0,116613.26
1.0,0.0,0.0,0.0,1.0,605.0,39.0,7.0,0.0,1.0,0.0,1.0,119348.28
1.0,0.0,0.0,1.0,0.0,730.0,34.0,5.0,74197.38,2.0,1.0,0.0,96875.52
1.0,0.0,0.0,1.0,0.0,696.0,25.0,8.0,126442.59,1.0,1.0,0.0,121904.44
1.0,0.0,0.0,0.0,1.0,549.0,37.0,2.0,112541.54,2.0,0.0,0.0,47432.43
1.0,0.0,0.0,1.0,0.0,769.0,27.0,2.0,0.0,1.0,1.0,1.0,57876.05
1.0,0.0,0.0,0.0,1.0,681.0,38.0,3.0,0.0,2.0,1.0,1.0,112491.96
1.0,0.0,0.0,0.0,1.0,561.0,21.0,4.0,0.0,1.0,1.0,1.0,36942.35
1.0,0.0,0.0,0.0,1.0,777.0,36.0,7.0,0.0,1.0,1.0,0.0,106472.34
1.0,0.0,0.0,0.0,1.0,684.0,54.0,6.0,0.0,2.0,1.0,1.0,94888.6
1.0,0.0,0.0,0.0,1.0,740.0,36.0,4.0,172381.8,1.0,1.0,1.0,86480.29
0.0,0.0,1.0,0.0,1.0,549.0,25.0,6.0,193858.2,1.0,0.0,1.0,21600.11
0.0,0.0,1.0,0.0,1.0,548.0,37.0,4.0,0.0,1.0,1.0,0.0,121763.68
1.0,0.0,0.0,0.0,1.0,648.0,33.0,7.0,134944.0,1.0,1.0,1.0,117036.38
0.0,0.0,1.0,0.0,1.0,809.0,80.0,8.0,0.0,2.0,0.0,1.0,34164.05
0.0,1.0,0.0,0.0,1.0,648.0,34.0,3.0,95039.73,2.0,1.0,1.0,147055.87
1.0,0.0,0.0,1.0,0.0,730.0,32.0,9.0,127661.69,1.0,0.0,0.0,60905.51
1.0,0.0,0.0,1.0,0.0,611.0,30.0,9.0,88594.14,1.0,1.0,0.0,196332.45
0.0,0.0,1.0,1.0,0.0,592.0,40.0,2.0,200322.45,1.0,1.0,1.0,113244.73
0.0,0.0,1.0,0.0,1.0,724.0,39.0,3.0,0.0,2.0,0.0,1.0,95562.81
1.0,0.0,0.0,0.0,1.0,637.0,41.0,2.0,0.0,2.0,0.0,1.0,102515.42
0.0,0.0,1.0,1.0,0.0,717.0,36.0,2.0,164557.95,1.0,0.0,1.0,82336.73
0.0,0.0,1.0,0.0,1.0,776.0,33.0,2.0,0.0,2.0,1.0,1.0,176921.0
1.0,0.0,0.0,0.0,1.0,669.0,45.0,7.0,149364.58,1.0,0.0,1.0,173454.07
1.0,0.0,0.0,0.0,1.0,583.0,59.0,7.0,127450.14,1.0,0.0,1.0,67552.71
1.0,0.0,0.0,1.0,0.0,507.0,35.0,1.0,0.0,2.0,0.0,0.0,92131.54
0.0,1.0,0.0,0.0,1.0,564.0,33.0,3.0,109341.87,1.0,1.0,0.0,75632.78
0.0,0.0,1.0,1.0,0.0,820.0,31.0,2.0,94222.53,1.0,1.0,0.0,103570.8
1.0,0.0,0.0,0.0,1.0,739.0,29.0,1.0,0.0,2.0,1.0,1.0,164484.78
1.0,0.0,0.0,1.0,0.0,850.0,42.0,3.0,0.0,2.0,1.0,1.0,176883.42
0.0,1.0,0.0,0.0,1.0,607.0,40.0,5.0,90594.55,1.0,0.0,1.0,181598.25
1.0,0.0,0.0,1.0,0.0,614.0,43.0,6.0,0.0,2.0,1.0,1.0,109041.53
1.0,0.0,0.0,0.0,1.0,529.0,61.0,1.0,0.0,2.0,1.0,1.0,191370.97
1.0,0.0,0.0,1.0,0.0,731.0,30.0,5.0,0.0,2.0,1.0,0.0,189528.72
0.0,0.0,1.0,0.0,1.0,434.0,33.0,3.0,0.0,1.0,1.0,1.0,2739.71
1.0,0.0,0.0,1.0,0.0,693.0,43.0,4.0,152341.55,1.0,1.0,0.0,9241.78
0.0,0.0,1.0,1.0,0.0,657.0,37.0,0.0,163607.18,1.0,0.0,1.0,44203.55
0.0,1.0,0.0,0.0,1.0,431.0,45.0,5.0,83624.55,2.0,0.0,0.0,36899.62
1.0,0.0,0.0,1.0,0.0,850.0,34.0,2.0,0.0,2.0,1.0,1.0,171706.66
1.0,0.0,0.0,0.0,1.0,678.0,38.0,3.0,0.0,2.0,1.0,0.0,66561.6
1.0,0.0,0.0,1.0,0.0,697.0,33.0,1.0,87347.7,1.0,1.0,0.0,172524.51
0.0,0.0,1.0,0.0,1.0,714.0,29.0,9.0,0.0,2.0,1.0,0.0,129192.55
1.0,0.0,0.0,1.0,0.0,614.0,41.0,8.0,121558.46,1.0,1.0,1.0,598.8
0.0,1.0,0.0,1.0,0.0,850.0,39.0,5.0,114491.82,1.0,1.0,0.0,99689.48
1.0,0.0,0.0,0.0,1.0,639.0,32.0,9.0,0.0,2.0,1.0,0.0,111340.36
1.0,0.0,0.0,1.0,0.0,679.0,30.0,1.0,112543.42,1.0,1.0,1.0,179435.21
1.0,0.0,0.0,0.0,1.0,544.0,40.0,8.0,0.0,2.0,1.0,0.0,61581.2
1.0,0.0,0.0,0.0,1.0,689.0,39.0,4.0,0.0,2.0,1.0,0.0,196112.45
0.0,1.0,0.0,0.0,1.0,686.0,29.0,3.0,185379.02,1.0,1.0,0.0,64679.07
0.0,0.0,1.0,1.0,0.0,768.0,44.0,6.0,60603.4,1.0,1.0,1.0,178045.97
1.0,0.0,0.0,0.0,1.0,555.0,29.0,4.0,128744.04,1.0,1.0,1.0,47454.93
1.0,0.0,0.0,0.0,1.0,626.0,33.0,8.0,0.0,2.0,1.0,0.0,138504.28
1.0,0.0,0.0,1.0,0.0,769.0,31.0,6.0,117852.26,2.0,1.0,0.0,147668.64
0.0,0.0,1.0,0.0,1.0,751.0,33.0,4.0,79281.61,1.0,1.0,0.0,117547.76
0.0,1.0,0.0,0.0,1.0,643.0,41.0,2.0,127841.52,1.0,1.0,0.0,172363.41
1.0,0.0,0.0,1.0,0.0,542.0,39.0,4.0,109949.39,2.0,1.0,1.0,41268.65
1.0,0.0,0.0,1.0,0.0,678.0,46.0,1.0,0.0,2.0,0.0,0.0,82106.19
0.0,0.0,1.0,1.0,0.0,574.0,28.0,7.0,0.0,2.0,0.0,0.0,185660.3
1.0,0.0,0.0,0.0,1.0,775.0,28.0,9.0,111167.7,1.0,1.0,0.0,149331.01
1.0,0.0,0.0,0.0,1.0,721.0,42.0,4.0,102936.72,1.0,0.0,0.0,1187.88
0.0,1.0,0.0,0.0,1.0,755.0,40.0,2.0,137430.82,2.0,0.0,0.0,176768.59
0.0,1.0,0.0,1.0,0.0,755.0,38.0,1.0,82083.52,1.0,0.0,1.0,10333.78
0.0,1.0,0.0,0.0,1.0,671.0,35.0,1.0,144848.74,1.0,1.0,1.0,179012.3
1.0,0.0,0.0,1.0,0.0,573.0,30.0,6.0,0.0,2.0,1.0,0.0,66190.21
1.0,0.0,0.0,0.0,1.0,659.0,32.0,9.0,95377.13,1.0,0.0,1.0,187551.24
0.0,0.0,1.0,0.0,1.0,602.0,37.0,3.0,107592.89,2.0,0.0,1.0,153122.73
1.0,0.0,0.0,1.0,0.0,746.0,37.0,4.0,0.0,2.0,0.0,1.0,171039.56
1.0,0.0,0.0,1.0,0.0,527.0,25.0,6.0,0.0,2.0,0.0,1.0,96758.58
0.0,1.0,0.0,0.0,1.0,733.0,48.0,7.0,85915.52,1.0,1.0,1.0,23860.5
0.0,0.0,1.0,1.0,0.0,587.0,35.0,3.0,83286.56,1.0,1.0,0.0,125553.52
1.0,0.0,0.0,1.0,0.0,520.0,39.0,6.0,145644.05,1.0,0.0,0.0,104118.93
0.0,0.0,1.0,0.0,1.0,581.0,49.0,10.0,0.0,2.0,0.0,0.0,41623.59
0.0,0.0,1.0,1.0,0.0,715.0,35.0,4.0,40169.88,2.0,1.0,1.0,199857.47
1.0,0.0,0.0,1.0,0.0,655.0,51.0,3.0,0.0,2.0,0.0,1.0,15801.02
1.0,0.0,0.0,0.0,1.0,516.0,46.0,2.0,0.0,2.0,1.0,1.0,169122.54
0.0,1.0,0.0,0.0,1.0,817.0,58.0,3.0,114327.59,2.0,1.0,1.0,42831.11
1.0,0.0,0.0,0.0,1.0,427.0,29.0,1.0,141325.56,1.0,1.0,1.0,93839.3
1.0,0.0,0.0,0.0,1.0,600.0,49.0,7.0,90218.9,1.0,1.0,0.0,91347.76
0.0,0.0,1.0,1.0,0.0,673.0,57.0,4.0,0.0,2.0,1.0,1.0,49684.09
1.0,0.0,0.0,0.0,1.0,499.0,60.0,7.0,76961.6,2.0,1.0,1.0,83643.87
1.0,0.0,0.0,0.0,1.0,589.0,29.0,2.0,0.0,2.0,0.0,1.0,98320.27
1.0,0.0,0.0,0.0,1.0,642.0,25.0,7.0,0.0,2.0,1.0,0.0,102083.78
1.0,0.0,0.0,0.0,1.0,812.0,34.0,5.0,103818.43,1.0,1.0,1.0,166038.27
1.0,0.0,0.0,1.0,0.0,516.0,29.0,2.0,104982.57,1.0,1.0,0.0,157378.5
0.0,1.0,0.0,0.0,1.0,724.0,54.0,8.0,172192.49,1.0,1.0,1.0,136902.01
0.0,0.0,1.0,1.0,0.0,567.0,45.0,1.0,157320.51,1.0,1.0,0.0,62193.92
0.0,0.0,1.0,0.0,1.0,554.0,46.0,4.0,0.0,2.0,0.0,1.0,57320.92
0.0,1.0,0.0,1.0,0.0,775.0,77.0,6.0,135120.56,1.0,1.0,0.0,37836.64
1.0,0.0,0.0,1.0,0.0,660.0,38.0,5.0,110570.78,2.0,1.0,0.0,195906.59
1.0,0.0,0.0,0.0,1.0,512.0,36.0,0.0,129804.17,1.0,1.0,0.0,53020.9
1.0,0.0,0.0,1.0,0.0,500.0,34.0,4.0,0.0,2.0,1.0,0.0,12833.96
1.0,0.0,0.0,1.0,0.0,556.0,36.0,2.0,134208.22,1.0,0.0,1.0,177670.57
1.0,0.0,0.0,1.0,0.0,668.0,32.0,2.0,0.0,2.0,1.0,1.0,40652.33
0.0,1.0,0.0,1.0,0.0,502.0,40.0,7.0,117304.29,1.0,0.0,0.0,196278.32
0.0,1.0,0.0,0.0,1.0,581.0,31.0,6.0,116891.72,1.0,1.0,0.0,107137.3
1.0,0.0,0.0,1.0,0.0,569.0,35.0,4.0,93934.63,1.0,1.0,0.0,184748.23
0.0,0.0,1.0,0.0,1.0,546.0,42.0,7.0,139070.51,1.0,1.0,1.0,86945.0
0.0,1.0,0.0,0.0,1.0,458.0,35.0,9.0,146780.52,2.0,1.0,1.0,3476.38
1.0,0.0,0.0,1.0,0.0,697.0,39.0,6.0,151553.19,1.0,1.0,1.0,44946.29
0.0,1.0,0.0,1.0,0.0,850.0,33.0,7.0,134678.13,1.0,1.0,0.0,113177.95
1.0,0.0,0.0,0.0,1.0,648.0,34.0,0.0,0.0,1.0,1.0,1.0,167931.81
1.0,0.0,0.0,0.0,1.0,679.0,42.0,1.0,0.0,2.0,0.0,0.0,71823.15
0.0,0.0,1.0,0.0,1.0,615.0,42.0,4.0,0.0,3.0,0.0,1.0,120321.09
0.0,0.0,1.0,0.0,1.0,784.0,23.0,2.0,0.0,1.0,1.0,1.0,6847.73
1.0,0.0,0.0,1.0,0.0,850.0,34.0,6.0,101266.51,1.0,1.0,0.0,33501.98
1.0,0.0,0.0,1.0,0.0,662.0,29.0,10.0,0.0,2.0,1.0,0.0,137508.31
1.0,0.0,0.0,0.0,1.0,654.0,29.0,2.0,91955.61,1.0,1.0,0.0,37065.66
0.0,0.0,1.0,1.0,0.0,560.0,33.0,9.0,0.0,1.0,0.0,1.0,183358.21
1.0,0.0,0.0,1.0,0.0,712.0,31.0,7.0,0.0,2.0,1.0,0.0,170333.38
1.0,0.0,0.0,0.0,1.0,552.0,29.0,10.0,0.0,2.0,1.0,0.0,12186.83
1.0,0.0,0.0,0.0,1.0,692.0,69.0,10.0,154953.94,1.0,1.0,1.0,70849.47
1.0,0.0,0.0,0.0,1.0,632.0,41.0,0.0,106134.46,1.0,0.0,1.0,105570.39
0.0,1.0,0.0,0.0,1.0,796.0,40.0,2.0,113228.38,2.0,1.0,1.0,46415.09
1.0,0.0,0.0,0.0,1.0,725.0,31.0,8.0,0.0,2.0,1.0,1.0,59650.42
1.0,0.0,0.0,1.0,0.0,574.0,34.0,7.0,152992.91,1.0,1.0,1.0,134691.2
0.0,1.0,0.0,0.0,1.0,775.0,51.0,2.0,123783.25,1.0,1.0,1.0,134901.57
1.0,0.0,0.0,1.0,0.0,712.0,30.0,1.0,89571.59,1.0,1.0,1.0,177613.19
1.0,0.0,0.0,0.0,1.0,571.0,32.0,5.0,131354.25,1.0,1.0,0.0,125256.53
0.0,0.0,1.0,1.0,0.0,687.0,40.0,1.0,0.0,2.0,1.0,0.0,8207.36
0.0,0.0,1.0,1.0,0.0,719.0,40.0,9.0,0.0,2.0,1.0,0.0,182224.14
0.0,0.0,1.0,0.0,1.0,620.0,42.0,9.0,121490.05,1.0,1.0,1.0,29296.74
0.0,0.0,1.0,0.0,1.0,731.0,41.0,4.0,0.0,2.0,1.0,0.0,22299.27
1.0,0.0,0.0,0.0,1.0,705.0,25.0,0.0,97544.29,1.0,0.0,1.0,59887.15
0.0,0.0,1.0,1.0,0.0,698.0,40.0,0.0,92053.44,1.0,1.0,1.0,143681.83
1.0,0.0,0.0,1.0,0.0,557.0,32.0,6.0,184686.41,2.0,1.0,0.0,14956.44
1.0,0.0,0.0,1.0,0.0,713.0,59.0,3.0,0.0,2.0,1.0,1.0,62700.08
1.0,0.0,0.0,0.0,1.0,723.0,30.0,3.0,124119.54,1.0,1.0,0.0,162198.32
1.0,0.0,0.0,1.0,0.0,483.0,30.0,9.0,0.0,2.0,0.0,0.0,136356.97
1.0,0.0,0.0,0.0,1.0,554.0,40.0,4.0,0.0,1.0,0.0,1.0,168780.04
1.0,0.0,0.0,1.0,0.0,766.0,27.0,7.0,158786.67,2.0,0.0,1.0,47579.25
1.0,0.0,0.0,1.0,0.0,723.0,40.0,7.0,142856.95,2.0,0.0,0.0,38019.74
0.0,0.0,1.0,1.0,0.0,649.0,36.0,6.0,86607.39,1.0,0.0,0.0,19825.09
0.0,0.0,1.0,1.0,0.0,594.0,38.0,10.0,0.0,2.0,1.0,0.0,58332.91
0.0,1.0,0.0,1.0,0.0,651.0,25.0,2.0,109175.14,2.0,1.0,0.0,114566.47
1.0,0.0,0.0,1.0,0.0,714.0,26.0,9.0,89928.99,1.0,1.0,0.0,46203.31
0.0,1.0,0.0,1.0,0.0,629.0,38.0,9.0,123948.85,1.0,1.0,0.0,76053.07
0.0,0.0,1.0,0.0,1.0,577.0,41.0,4.0,89015.61,1.0,0.0,1.0,135227.23
1.0,0.0,0.0,0.0,1.0,769.0,51.0,9.0,156773.78,2.0,1.0,0.0,40257.79
1.0,0.0,0.0,0.0,1.0,745.0,46.0,2.0,122220.19,1.0,1.0,1.0,118024.1
0.0,1.0,0.0,1.0,0.0,661.0,32.0,1.0,145980.23,1.0,0.0,1.0,56636.28
0.0,0.0,1.0,0.0,1.0,588.0,37.0,2.0,0.0,2.0,0.0,1.0,187816.59
1.0,0.0,0.0,1.0,0.0,633.0,44.0,7.0,0.0,2.0,1.0,0.0,29761.29
1.0,0.0,0.0,1.0,0.0,512.0,33.0,6.0,121685.31,2.0,1.0,1.0,83681.97
0.0,0.0,1.0,0.0,1.0,762.0,39.0,2.0,81273.13,1.0,1.0,1.0,18719.67
0.0,1.0,0.0,1.0,0.0,705.0,43.0,7.0,79974.55,1.0,1.0,1.0,103108.33
0.0,0.0,1.0,0.0,1.0,681.0,30.0,2.0,111093.01,1.0,1.0,0.0,68985.99
1.0,0.0,0.0,0.0,1.0,751.0,29.0,10.0,147737.63,1.0,0.0,1.0,94951.27
1.0,0.0,0.0,1.0,0.0,777.0,53.0,10.0,0.0,2.0,1.0,0.0,189992.97
1.0,0.0,0.0,0.0,1.0,543.0,42.0,7.0,0.0,1.0,1.0,1.0,56650.47
1.0,0.0,0.0,1.0,0.0,507.0,35.0,2.0,0.0,2.0,1.0,0.0,97633.93
0.0,1.0,0.0,1.0,0.0,655.0,36.0,10.0,122314.39,1.0,1.0,0.0,9181.66
1.0,0.0,0.0,0.0,1.0,850.0,56.0,7.0,131317.48,1.0,1.0,1.0,119175.45
0.0,0.0,1.0,0.0,1.0,690.0,26.0,8.0,116318.23,1.0,1.0,1.0,83253.05
1.0,0.0,0.0,1.0,0.0,591.0,31.0,7.0,0.0,2.0,0.0,1.0,48778.46
0.0,0.0,1.0,0.0,1.0,596.0,20.0,3.0,187294.46,1.0,1.0,0.0,103456.47
1.0,0.0,0.0,0.0,1.0,785.0,36.0,2.0,0.0,1.0,0.0,1.0,61811.1
0.0,0.0,1.0,1.0,0.0,614.0,39.0,6.0,0.0,2.0,1.0,1.0,164018.98
1.0,0.0,0.0,0.0,1.0,627.0,31.0,8.0,128131.73,1.0,1.0,0.0,96131.47
1.0,0.0,0.0,1.0,0.0,711.0,21.0,0.0,82844.33,2.0,0.0,1.0,1408.68
0.0,1.0,0.0,0.0,1.0,708.0,21.0,8.0,133974.36,2.0,1.0,0.0,50294.09
1.0,0.0,0.0,0.0,1.0,578.0,46.0,5.0,113226.47,1.0,1.0,0.0,56770.76
1.0,0.0,0.0,0.0,1.0,596.0,42.0,7.0,0.0,2.0,1.0,1.0,121568.37
1.0,0.0,0.0,0.0,1.0,658.0,31.0,5.0,100082.14,1.0,0.0,1.0,49809.88
1.0,0.0,0.0,0.0,1.0,748.0,40.0,0.0,0.0,1.0,0.0,0.0,60416.76
1.0,0.0,0.0,0.0,1.0,790.0,26.0,5.0,0.0,1.0,1.0,0.0,20510.79
1.0,0.0,0.0,1.0,0.0,606.0,71.0,8.0,0.0,2.0,1.0,1.0,169741.96
